indicator,iso3,country,year,value
labor_force,IRN,"Iran, Islamic Rep.",2001,20409991
labor_force,IRN,"Iran, Islamic Rep.",2000,19476868
labor_force,IRN,"Iran, Islamic Rep.",1999,18602325
labor_force,IRN,"Iran, Islamic Rep.",1998,17783993
labor_force,IRN,"Iran, Islamic Rep.",1997,17026577
labor_force,IRN,"Iran, Islamic Rep.",1996,16376911
labor_force,IRN,"Iran, Islamic Rep.",1995,16072242
labor_force,IRN,"Iran, Islamic Rep.",1994,15813180
labor_force,IRN,"Iran, Islamic Rep.",1993,15864775
labor_force,IRN,"Iran, Islamic Rep.",1992,15968046
labor_force,IRN,"Iran, Islamic Rep.",1991,15745963
labor_force,IRN,"Iran, Islamic Rep.",1990,15383995
labor_force,JPN,Japan,2024,69501768
labor_force,JPN,Japan,2023,69197135
labor_force,JPN,Japan,2022,68931266
labor_force,JPN,Japan,2021,68592854
labor_force,JPN,Japan,2020,68656452
labor_force,JPN,Japan,2019,68812048
labor_force,JPN,Japan,2018,68187091
labor_force,JPN,Japan,2017,67070828
labor_force,JPN,Japan,2016,66529155
labor_force,JPN,Japan,2015,65931158
labor_force,JPN,Japan,2014,65843453
labor_force,JPN,Japan,2013,65621150
labor_force,JPN,Japan,2012,65377600
labor_force,JPN,Japan,2011,65674339
labor_force,JPN,Japan,2010,66100429
labor_force,JPN,Japan,2009,66339021
labor_force,JPN,Japan,2008,66611354
labor_force,JPN,Japan,2007,66797225
labor_force,JPN,Japan,2006,66694003
labor_force,JPN,Japan,2005,66581356
labor_force,JPN,Japan,2004,66508242
labor_force,JPN,Japan,2003,66784334
labor_force,JPN,Japan,2002,67054919
labor_force,JPN,Japan,2001,67616593
labor_force,JPN,Japan,2000,67813478
labor_force,JPN,Japan,1999,67979227
labor_force,JPN,Japan,1998,68189075
labor_force,JPN,Japan,1997,68174788
labor_force,JPN,Japan,1996,67600272
labor_force,JPN,Japan,1995,67130016
labor_force,JPN,Japan,1994,66893534
labor_force,JPN,Japan,1993,66590365
labor_force,JPN,Japan,1992,66187368
labor_force,JPN,Japan,1991,65324548
labor_force,JPN,Japan,1990,64169210
labor_force,KEN,Kenya,2024,24031329
labor_force,KEN,Kenya,2023,23353083
labor_force,KEN,Kenya,2022,22679572
labor_force,KEN,Kenya,2021,22012863
labor_force,KEN,Kenya,2020,21267487
labor_force,KEN,Kenya,2019,20875750
labor_force,KEN,Kenya,2018,20958591
labor_force,KEN,Kenya,2017,20983194
labor_force,KEN,Kenya,2016,20945264
labor_force,KEN,Kenya,2015,20289697
labor_force,KEN,Kenya,2014,19660028
labor_force,KEN,Kenya,2013,19043674
labor_force,KEN,Kenya,2012,18441629
labor_force,KEN,Kenya,2011,17856484
labor_force,KEN,Kenya,2010,17284448
labor_force,KEN,Kenya,2009,16722668
labor_force,KEN,Kenya,2008,16164677
labor_force,KEN,Kenya,2007,15623317
labor_force,KEN,Kenya,2006,15091974
labor_force,KEN,Kenya,2005,14559284
labor_force,KEN,Kenya,2004,14027425
labor_force,KEN,Kenya,2003,13497803
labor_force,KEN,Kenya,2002,12985820
labor_force,KEN,Kenya,2001,12475700
labor_force,KEN,Kenya,2000,11981408
labor_force,KEN,Kenya,1999,11524249
labor_force,KEN,Kenya,1998,11136592
labor_force,KEN,Kenya,1997,10781441
labor_force,KEN,Kenya,1996,10439302
labor_force,KEN,Kenya,1995,10106330
labor_force,KEN,Kenya,1994,9772392
labor_force,KEN,Kenya,1993,9442529
labor_force,KEN,Kenya,1992,9121525
labor_force,KEN,Kenya,1991,8806975
labor_force,KEN,Kenya,1990,8489362
labor_force,,Low income,2024,259187943
labor_force,,Low income,2023,256232006
labor_force,,Low income,2022,258893929
labor_force,,Low income,2021,249860087
labor_force,,Low income,2020,243446890
labor_force,,Low income,2019,238779186
labor_force,,Low income,2018,232661714
labor_force,,Low income,2017,226646966
labor_force,,Low income,2016,221825598
labor_force,,Low income,2015,217242984
labor_force,,Low income,2014,213911240
labor_force,,Low income,2013,211158716
labor_force,,Low income,2012,203748556
labor_force,,Low income,2011,201153167
labor_force,,Low income,2010,194495980
labor_force,,Low income,2009,189267381
labor_force,,Low income,2008,184264138
labor_force,,Low income,2007,179476640
labor_force,,Low income,2006,174790356
labor_force,,Low income,2005,170197537
labor_force,,Low income,2004,165521439
labor_force,,Low income,2003,160964423
labor_force,,Low income,2002,156475398
labor_force,,Low income,2001,152177115
labor_force,,Low income,2000,148270907
labor_force,,Low income,1999,144381230
labor_force,,Low income,1998,140375581
labor_force,,Low income,1997,136674938
labor_force,,Low income,1996,133314577
labor_force,,Low income,1995,129816170
labor_force,,Low income,1994,126155697
labor_force,,Low income,1993,122678729
labor_force,,Low income,1992,119230727
labor_force,,Low income,1991,115779885
labor_force,,Low income,1990,112745643
labor_force,,Lower middle income,2024,1181971450
labor_force,,Lower middle income,2023,1154129422
labor_force,,Lower middle income,2022,1120252847
labor_force,,Lower middle income,2021,1086556844
labor_force,,Lower middle income,2020,1051678691
labor_force,,Lower middle income,2019,1046568480
labor_force,,Lower middle income,2018,1030155543
labor_force,,Lower middle income,2017,1013623672
labor_force,,Lower middle income,2016,996613846
labor_force,,Lower middle income,2015,979672711
labor_force,,Lower middle income,2014,961714197
labor_force,,Lower middle income,2013,944945063
labor_force,,Lower middle income,2012,927157022
labor_force,,Lower middle income,2011,913851930
labor_force,,Lower middle income,2010,900841648
labor_force,,Lower middle income,2009,887035760
labor_force,,Lower middle income,2008,874068869
labor_force,,Lower middle income,2007,862705773
labor_force,,Lower middle income,2006,850163364
labor_force,,Lower middle income,2005,837951097
labor_force,,Lower middle income,2004,819570929
labor_force,,Lower middle income,2003,800654704
labor_force,,Lower middle income,2002,782419115
labor_force,,Lower middle income,2001,765579906
labor_force,,Lower middle income,2000,747966642
labor_force,,Lower middle income,1999,727061569
labor_force,,Lower middle income,1998,705226261
labor_force,,Lower middle income,1997,684982944
labor_force,,Lower middle income,1996,664409887
labor_force,,Lower middle income,1995,644690952
labor_force,,Lower middle income,1994,626487446
labor_force,,Lower middle income,1993,609058774
labor_force,,Lower middle income,1992,592803102
labor_force,,Lower middle income,1991,576624516
labor_force,,Lower middle income,1990,560412476
labor_force,LMY,Low & middle income,2024,2965580427
labor_force,LMY,Low & middle income,2023,2931619542
labor_force,LMY,Low & middle income,2022,2884394702
labor_force,LMY,Low & middle income,2021,2850794142
labor_force,LMY,Low & middle income,2020,2771342832
labor_force,LMY,Low & middle income,2019,2800926121
labor_force,LMY,Low & middle income,2018,2768403823
labor_force,LMY,Low & middle income,2017,2736567900
labor_force,LMY,Low & middle income,2016,2706780350
labor_force,LMY,Low & middle income,2015,2675945003
labor_force,LMY,Low & middle income,2014,2642216332
labor_force,LMY,Low & middle income,2013,2612691002
labor_force,LMY,Low & middle income,2012,2580578682
labor_force,LMY,Low & middle income,2011,2552048407
labor_force,LMY,Low & middle income,2010,2517753491
labor_force,LMY,Low & middle income,2009,2488965202
labor_force,LMY,Low & middle income,2008,2456877159
labor_force,LMY,Low & middle income,2007,2427871922
labor_force,LMY,Low & middle income,2006,2392968813
labor_force,LMY,Low & middle income,2005,2358740491
labor_force,LMY,Low & middle income,2004,2316354963
labor_force,LMY,Low & middle income,2003,2272655595
labor_force,LMY,Low & middle income,2002,2230142854
labor_force,LMY,Low & middle income,2001,2190263622
labor_force,LMY,Low & middle income,2000,2148709003
labor_force,LMY,Low & middle income,1999,2107702332
labor_force,LMY,Low & middle income,1998,2064615743
labor_force,LMY,Low & middle income,1997,2020875385
labor_force,LMY,Low & middle income,1996,1977664204
labor_force,LMY,Low & middle income,1995,1938845075
labor_force,LMY,Low & middle income,1994,1900195394
labor_force,LMY,Low & middle income,1993,1860018169
labor_force,LMY,Low & middle income,1992,1825943533
labor_force,LMY,Low & middle income,1991,1789319698
labor_force,LMY,Low & middle income,1990,1753800065
labor_force,MEX,Mexico,2024,60887761
labor_force,MEX,Mexico,2023,60144623
labor_force,MEX,Mexico,2022,58544385
labor_force,MEX,Mexico,2021,56864048
labor_force,MEX,Mexico,2020,52956486
labor_force,MEX,Mexico,2019,56614536
labor_force,MEX,Mexico,2018,55142830
labor_force,MEX,Mexico,2017,54114274
labor_force,MEX,Mexico,2016,53498509
labor_force,MEX,Mexico,2015,52800736
labor_force,MEX,Mexico,2014,51907743
labor_force,MEX,Mexico,2013,51511392
labor_force,MEX,Mexico,2012,50764169
labor_force,MEX,Mexico,2011,49262430
labor_force,MEX,Mexico,2010,48189452
labor_force,MEX,Mexico,2009,47339853
labor_force,MEX,Mexico,2008,46418411
labor_force,MEX,Mexico,2007,45655255
labor_force,MEX,Mexico,2006,44671073
labor_force,MEX,Mexico,2005,43213356
labor_force,MEX,Mexico,2004,41810127
labor_force,MEX,Mexico,2003,40580596
labor_force,MEX,Mexico,2002,39513494
labor_force,MEX,Mexico,2001,39007360
labor_force,MEX,Mexico,2000,38588417
labor_force,MEX,Mexico,1999,37826980
labor_force,MEX,Mexico,1998,37464290
labor_force,MEX,Mexico,1997,36800377
labor_force,MEX,Mexico,1996,35163744
labor_force,MEX,Mexico,1995,34294154
labor_force,MEX,Mexico,1994,33420497
labor_force,MEX,Mexico,1993,32566874
labor_force,MEX,Mexico,1992,31407743
labor_force,MEX,Mexico,1991,30270005
labor_force,MEX,Mexico,1990,29345631
labor_force,MIC,Middle income,2024,2706392484
labor_force,MIC,Middle income,2023,2675387536
labor_force,MIC,Middle income,2022,2625500774
labor_force,MIC,Middle income,2021,2600934054
labor_force,MIC,Middle income,2020,2527895943
labor_force,MIC,Middle income,2019,2562146935
labor_force,MIC,Middle income,2018,2535742110
labor_force,MIC,Middle income,2017,2509920934
labor_force,MIC,Middle income,2016,2484954753
labor_force,MIC,Middle income,2015,2458702019
labor_force,MIC,Middle income,2014,2428305091
labor_force,MIC,Middle income,2013,2401532286
labor_force,MIC,Middle income,2012,2376830126
labor_force,MIC,Middle income,2011,2350895240
labor_force,MIC,Middle income,2010,2323257511
labor_force,MIC,Middle income,2009,2299697822
labor_force,MIC,Middle income,2008,2272613021
labor_force,MIC,Middle income,2007,2248395282
labor_force,MIC,Middle income,2006,2218178457
labor_force,MIC,Middle income,2005,2188542954
labor_force,MIC,Middle income,2004,2150833524
labor_force,MIC,Middle income,2003,2111691172
labor_force,MIC,Middle income,2002,2073667456
labor_force,MIC,Middle income,2001,2038086508
labor_force,MIC,Middle income,2000,2000438095
labor_force,MIC,Middle income,1999,1963321102
labor_force,MIC,Middle income,1998,1924240161
labor_force,MIC,Middle income,1997,1884200447
labor_force,MIC,Middle income,1996,1844349627
labor_force,MIC,Middle income,1995,1809028905
labor_force,MIC,Middle income,1994,1774039696
labor_force,MIC,Middle income,1993,1737339440
labor_force,MIC,Middle income,1992,1706712806
labor_force,MIC,Middle income,1991,1673539813
labor_force,MIC,Middle income,1990,1641054423
labor_force,NGA,Nigeria,2024,113320742
labor_force,NGA,Nigeria,2023,110075281
labor_force,NGA,Nigeria,2022,105269418
labor_force,NGA,Nigeria,2021,100887576
labor_force,NGA,Nigeria,2020,97041268
labor_force,NGA,Nigeria,2019,96335866
labor_force,NGA,Nigeria,2018,93615892
labor_force,NGA,Nigeria,2017,90905566
labor_force,NGA,Nigeria,2016,88256929
labor_force,NGA,Nigeria,2015,85773802
labor_force,NGA,Nigeria,2014,83458627
labor_force,NGA,Nigeria,2013,81303065
labor_force,NGA,Nigeria,2012,79317244
labor_force,NGA,Nigeria,2011,77225150
labor_force,NGA,Nigeria,2010,75284751
labor_force,NGA,Nigeria,2009,73499013
labor_force,NGA,Nigeria,2008,71669029
labor_force,NGA,Nigeria,2007,69975807
labor_force,NGA,Nigeria,2006,68316893
labor_force,NGA,Nigeria,2005,66741004
labor_force,NGA,Nigeria,2004,65217367
labor_force,NGA,Nigeria,2003,63693782
labor_force,NGA,Nigeria,2002,62235800
labor_force,NGA,Nigeria,2001,60772025
labor_force,NGA,Nigeria,2000,59281872
labor_force,NGA,Nigeria,1999,57821632
labor_force,NGA,Nigeria,1998,56231989
labor_force,NGA,Nigeria,1997,54708361
labor_force,NGA,Nigeria,1996,53211071
labor_force,NGA,Nigeria,1995,51813787
labor_force,NGA,Nigeria,1994,50215133
labor_force,NGA,Nigeria,1993,48405331
labor_force,NGA,Nigeria,1992,46738488
labor_force,NGA,Nigeria,1991,45040095
labor_force,NGA,Nigeria,1990,43425556
labor_force,NOR,Norway,2024,3074577
labor_force,NOR,Norway,2023,3039025
labor_force,NOR,Norway,2022,2995482
labor_force,NOR,Norway,2021,2948722
labor_force,NOR,Norway,2020,2925043
labor_force,NOR,Norway,2019,2911217
labor_force,NOR,Norway,2018,2883492
labor_force,NOR,Norway,2017,2848702
labor_force,NOR,Norway,2016,2845954
labor_force,NOR,Norway,2015,2832644
labor_force,NOR,Norway,2014,2799152
labor_force,NOR,Norway,2013,2778579
labor_force,NOR,Norway,2012,2745427
labor_force,NOR,Norway,2011,2706107
labor_force,NOR,Norway,2010,2672715
labor_force,NOR,Norway,2009,2662239
labor_force,NOR,Norway,2008,2640107
labor_force,NOR,Norway,2007,2601653
labor_force,NOR,Norway,2006,2559325
labor_force,NOR,Norway,2005,2522881
labor_force,NOR,Norway,2004,2490257
labor_force,NOR,Norway,2003,2462624
labor_force,NOR,Norway,2002,2442913
labor_force,NOR,Norway,2001,2421786
labor_force,NOR,Norway,2000,2399174
labor_force,NOR,Norway,1999,2372447
labor_force,NOR,Norway,1998,2343863
labor_force,NOR,Norway,1997,2311195
labor_force,NOR,Norway,1996,2276563
labor_force,NOR,Norway,1995,2244474
labor_force,NOR,Norway,1994,2215264
labor_force,NOR,Norway,1993,2186590
labor_force,NOR,Norway,1992,2160703
labor_force,NOR,Norway,1991,2136690
labor_force,NOR,Norway,1990,2116221
labor_force,OED,OECD members,2024,707055404
labor_force,OED,OECD members,2023,700386143
labor_force,OED,OECD members,2022,689681032
labor_force,OED,OECD members,2021,678624339
labor_force,OED,OECD members,2020,668480808
labor_force,OED,OECD members,2019,680315221
labor_force,OED,OECD members,2018,673189147
labor_force,OED,OECD members,2017,666083669
labor_force,OED,OECD members,2016,659300057
labor_force,OED,OECD members,2015,652520444
labor_force,OED,OECD members,2014,647130900
labor_force,OED,OECD members,2013,643096747
labor_force,OED,OECD members,2012,638695469
labor_force,OED,OECD members,2011,632069251
labor_force,OED,OECD members,2010,628040456
labor_force,OED,OECD members,2009,624077515
labor_force,OED,OECD members,2008,619561705
labor_force,OED,OECD members,2007,612606020
labor_force,OED,OECD members,2006,606958877
labor_force,OED,OECD members,2005,599139295
labor_force,OED,OECD members,2004,591527316
labor_force,OED,OECD members,2003,586883275
labor_force,OED,OECD members,2002,581559644
labor_force,OED,OECD members,2001,576692280
labor_force,OED,OECD members,2000,572772220
labor_force,OED,OECD members,1999,568445413
labor_force,OED,OECD members,1998,563000475
labor_force,OED,OECD members,1997,558124914
labor_force,OED,OECD members,1996,550852890
labor_force,OED,OECD members,1995,544217901
labor_force,OED,OECD members,1994,538967155
labor_force,OED,OECD members,1993,531791898
labor_force,OED,OECD members,1992,528610099
labor_force,OED,OECD members,1991,523539743
labor_force,OED,OECD members,1990,516494733
labor_force,PAK,Pakistan,2024,83217450
labor_force,PAK,Pakistan,2023,81613188
labor_force,PAK,Pakistan,2022,80064041
labor_force,PAK,Pakistan,2021,78814704
labor_force,PAK,Pakistan,2020,75332749
labor_force,PAK,Pakistan,2019,73727954
labor_force,PAK,Pakistan,2018,71401725
labor_force,PAK,Pakistan,2017,70494278
labor_force,PAK,Pakistan,2016,69799389
labor_force,PAK,Pakistan,2015,69229075
labor_force,PAK,Pakistan,2014,66802824
labor_force,PAK,Pakistan,2013,66307781
labor_force,PAK,Pakistan,2012,64736311
labor_force,PAK,Pakistan,2011,62965404
labor_force,PAK,Pakistan,2010,61633684
labor_force,PAK,Pakistan,2009,59305908
labor_force,PAK,Pakistan,2008,56978123
labor_force,PAK,Pakistan,2007,55026645
labor_force,PAK,Pakistan,2006,53143744
labor_force,PAK,Pakistan,2005,51855384
labor_force,PAK,Pakistan,2004,50561804
labor_force,PAK,Pakistan,2003,48816449
labor_force,PAK,Pakistan,2002,47266464
labor_force,PAK,Pakistan,2001,45850789
labor_force,PAK,Pakistan,2000,44283074
labor_force,PAK,Pakistan,1999,42608353
labor_force,PAK,Pakistan,1998,41078081
labor_force,PAK,Pakistan,1997,39914024
labor_force,PAK,Pakistan,1996,37978020
labor_force,PAK,Pakistan,1995,36136782
labor_force,PAK,Pakistan,1994,35657736
labor_force,PAK,Pakistan,1993,34702649
labor_force,PAK,Pakistan,1992,34179400
labor_force,PAK,Pakistan,1991,33326736
labor_force,PAK,Pakistan,1990,32066327
labor_force,PHL,Philippines,2024,51307682
labor_force,PHL,Philippines,2023,50378922
labor_force,PHL,Philippines,2022,49481401
labor_force,PHL,Philippines,2021,44699749
labor_force,PHL,Philippines,2020,42533348
labor_force,PHL,Philippines,2019,45267971
labor_force,PHL,Philippines,2018,44041398
labor_force,PHL,Philippines,2017,43266495
labor_force,PHL,Philippines,2016,44089437
labor_force,PHL,Philippines,2015,42976583
labor_force,PHL,Philippines,2014,42543143
labor_force,PHL,Philippines,2013,41114722
labor_force,PHL,Philippines,2012,40289936
labor_force,PHL,Philippines,2011,39596984
labor_force,PHL,Philippines,2010,38110500
labor_force,PHL,Philippines,2009,37120751
labor_force,PHL,Philippines,2008,36070857
labor_force,PHL,Philippines,2007,35381465
labor_force,PHL,Philippines,2006,34684599
labor_force,PHL,Philippines,2005,34017208
labor_force,PHL,Philippines,2004,33146452
labor_force,PHL,Philippines,2003,32101597
labor_force,PHL,Philippines,2002,31307312
labor_force,PHL,Philippines,2001,30515119
labor_force,PHL,Philippines,2000,29661770
labor_force,PHL,Philippines,1999,28772445
labor_force,PHL,Philippines,1998,27834611
labor_force,PHL,Philippines,1997,26927107
labor_force,PHL,Philippines,1996,26190802
labor_force,PHL,Philippines,1995,25519644
labor_force,PHL,Philippines,1994,24909091
labor_force,PHL,Philippines,1993,24316012
labor_force,PHL,Philippines,1992,23650303
labor_force,PHL,Philippines,1991,23033945
labor_force,PHL,Philippines,1990,22437510
labor_force,RUS,Russian Federation,2024,73475298
labor_force,RUS,Russian Federation,2023,73713863
labor_force,RUS,Russian Federation,2022,73531906
labor_force,RUS,Russian Federation,2021,73799608
labor_force,RUS,Russian Federation,2020,73410465
labor_force,RUS,Russian Federation,2019,73911859
labor_force,RUS,Russian Federation,2018,74826387
labor_force,RUS,Russian Federation,2017,74950044
labor_force,RUS,Russian Federation,2016,75488447
labor_force,RUS,Russian Federation,2015,75408951
labor_force,RUS,Russian Federation,2014,75706539
labor_force,RUS,Russian Federation,2013,75862836
labor_force,RUS,Russian Federation,2012,76093148
labor_force,RUS,Russian Federation,2011,76175102
labor_force,RUS,Russian Federation,2010,75913844
labor_force,RUS,Russian Federation,2009,76018586
labor_force,RUS,Russian Federation,2008,75997629
labor_force,RUS,Russian Federation,2007,75441349
labor_force,RUS,Russian Federation,2006,74495825
labor_force,RUS,Russian Federation,2005,74120970
labor_force,RUS,Russian Federation,2004,73667709
labor_force,RUS,Russian Federation,2003,72861529
labor_force,RUS,Russian Federation,2002,73090719
labor_force,RUS,Russian Federation,2001,72398707
labor_force,RUS,Russian Federation,2000,73640731
labor_force,RUS,Russian Federation,1999,73259968
labor_force,RUS,Russian Federation,1998,69064934
labor_force,RUS,Russian Federation,1997,69673202
labor_force,RUS,Russian Federation,1996,70917977
labor_force,RUS,Russian Federation,1995,71837022
labor_force,RUS,Russian Federation,1994,72007595
labor_force,RUS,Russian Federation,1993,73942541
labor_force,RUS,Russian Federation,1992,75915507
labor_force,RUS,Russian Federation,1991,76666931
labor_force,RUS,Russian Federation,1990,76883314
labor_force,SSF,Sub-Saharan Africa,2024,511743767
labor_force,SSF,Sub-Saharan Africa,2023,501348552
labor_force,SSF,Sub-Saharan Africa,2022,494077377
labor_force,SSF,Sub-Saharan Africa,2021,475964925
labor_force,SSF,Sub-Saharan Africa,2020,459882847
labor_force,SSF,Sub-Saharan Africa,2019,453720015
labor_force,SSF,Sub-Saharan Africa,2018,442021317
labor_force,SSF,Sub-Saharan Africa,2017,430593449
labor_force,SSF,Sub-Saharan Africa,2016,421084289
labor_force,SSF,Sub-Saharan Africa,2015,410579800
labor_force,SSF,Sub-Saharan Africa,2014,400291416
labor_force,SSF,Sub-Saharan Africa,2013,392203675
labor_force,SSF,Sub-Saharan Africa,2012,379173872
labor_force,SSF,Sub-Saharan Africa,2011,371025440
labor_force,SSF,Sub-Saharan Africa,2010,360067594
labor_force,SSF,Sub-Saharan Africa,2009,351460463
labor_force,SSF,Sub-Saharan Africa,2008,343004559
labor_force,SSF,Sub-Saharan Africa,2007,334355721
labor_force,SSF,Sub-Saharan Africa,2006,325879363
labor_force,SSF,Sub-Saharan Africa,2005,317510769
labor_force,SSF,Sub-Saharan Africa,2004,308949627
labor_force,SSF,Sub-Saharan Africa,2003,300517365
labor_force,SSF,Sub-Saharan Africa,2002,292293020
labor_force,SSF,Sub-Saharan Africa,2001,284251979
labor_force,SSF,Sub-Saharan Africa,2000,276490454
labor_force,SSF,Sub-Saharan Africa,1999,268952630
labor_force,SSF,Sub-Saharan Africa,1998,261436860
labor_force,SSF,Sub-Saharan Africa,1997,254326574
labor_force,SSF,Sub-Saharan Africa,1996,247869967
labor_force,SSF,Sub-Saharan Africa,1995,241472164
labor_force,SSF,Sub-Saharan Africa,1994,234516989
labor_force,SSF,Sub-Saharan Africa,1993,227473446
labor_force,SSF,Sub-Saharan Africa,1992,220866687
labor_force,SSF,Sub-Saharan Africa,1991,214275505
labor_force,SSF,Sub-Saharan Africa,1990,207870269
labor_force,THA,Thailand,2024,41014040
labor_force,THA,Thailand,2023,41287040
labor_force,THA,Thailand,2022,40754371
labor_force,THA,Thailand,2021,40439671
labor_force,THA,Thailand,2020,40252215
labor_force,THA,Thailand,2019,39952678
labor_force,THA,Thailand,2018,40193292
labor_force,THA,Thailand,2017,39720340
labor_force,THA,Thailand,2016,39822992
labor_force,THA,Thailand,2015,40014953
labor_force,THA,Thailand,2014,39964948
labor_force,THA,Thailand,2013,39678084
labor_force,THA,Thailand,2012,40844641
labor_force,THA,Thailand,2011,40584009
labor_force,THA,Thailand,2010,39244294
labor_force,THA,Thailand,2009,39417409
labor_force,THA,Thailand,2008,38958286
labor_force,THA,Thailand,2007,38463790
labor_force,THA,Thailand,2006,37757576
labor_force,THA,Thailand,2005,37537474
labor_force,THA,Thailand,2004,37013784
labor_force,THA,Thailand,2003,36488833
labor_force,THA,Thailand,2002,36072920
labor_force,THA,Thailand,2001,35644475
labor_force,THA,Thailand,2000,35011504
labor_force,THA,Thailand,1999,34287322
labor_force,THA,Thailand,1998,34179395
labor_force,THA,Thailand,1997,33925700
labor_force,THA,Thailand,1996,33280368
labor_force,THA,Thailand,1995,32495666
labor_force,THA,Thailand,1994,31687801
labor_force,THA,Thailand,1993,31018796
labor_force,THA,Thailand,1992,30319020
labor_force,THA,Thailand,1991,29588647
labor_force,THA,Thailand,1990,28835252
labor_force,TUR,Turkiye,2024,36409307
labor_force,TUR,Turkiye,2023,35554975
labor_force,TUR,Turkiye,2022,35081594
labor_force,TUR,Turkiye,2021,33490693
labor_force,TUR,Turkiye,2020,31770146
labor_force,TUR,Turkiye,2019,33686201
labor_force,TUR,Turkiye,2018,33302540
labor_force,TUR,Turkiye,2017,32535361
labor_force,TUR,Turkiye,2016,31514194
labor_force,TUR,Turkiye,2015,30550902
labor_force,TUR,Turkiye,2014,29521920
labor_force,TUR,Turkiye,2013,29149709
labor_force,TUR,Turkiye,2012,28126488
labor_force,TUR,Turkiye,2011,27575358
labor_force,TUR,Turkiye,2010,26452690
labor_force,TUR,Turkiye,2009,25413653
labor_force,TUR,Turkiye,2008,24405474
labor_force,TUR,Turkiye,2007,23635212
labor_force,TUR,Turkiye,2006,23497202
labor_force,TUR,Turkiye,2005,23212611
labor_force,TUR,Turkiye,2004,22775376
labor_force,TUR,Turkiye,2003,23365651
labor_force,TUR,Turkiye,2002,23537756
labor_force,TUR,Turkiye,2001,23207086
labor_force,TUR,Turkiye,2000,22804910
labor_force,TUR,Turkiye,1999,23563397
labor_force,TUR,Turkiye,1998,23094059
labor_force,TUR,Turkiye,1997,22467652
labor_force,TUR,Turkiye,1996,22434274
labor_force,TUR,Turkiye,1995,22054066
labor_force,TUR,Turkiye,1994,21720314
labor_force,TUR,Turkiye,1993,20211005
labor_force,TUR,Turkiye,1992,21160763
labor_force,TUR,Turkiye,1991,21015986
labor_force,TUR,Turkiye,1990,20354848
labor_force,UKR,Ukraine,2021,20538715
labor_force,UKR,Ukraine,2020,20851194
labor_force,UKR,Ukraine,2019,21427188
labor_force,UKR,Ukraine,2018,21532531
labor_force,UKR,Ukraine,2017,21646057
labor_force,UKR,Ukraine,2016,21762800
labor_force,UKR,Ukraine,2015,21887026
labor_force,UKR,Ukraine,2014,22030438
labor_force,UKR,Ukraine,2013,22165599
labor_force,UKR,Ukraine,2012,22263021
labor_force,UKR,Ukraine,2011,22352316
labor_force,UKR,Ukraine,2010,22447916
labor_force,UKR,Ukraine,2009,22544725
labor_force,UKR,Ukraine,2008,22645052
labor_force,UKR,Ukraine,2007,22737531
labor_force,UKR,Ukraine,2006,22601904
labor_force,UKR,Ukraine,2005,22748573
labor_force,UKR,Ukraine,2004,22913408
labor_force,UKR,Ukraine,2003,23020786
labor_force,UKR,Ukraine,2002,23106162
labor_force,UKR,Ukraine,2001,23187781
labor_force,UKR,Ukraine,2000,23286247
labor_force,UKR,Ukraine,1999,23392137
labor_force,UKR,Ukraine,1998,23487149
labor_force,UKR,Ukraine,1997,23601040
labor_force,UKR,Ukraine,1996,23759088
labor_force,UKR,Ukraine,1995,23935494
labor_force,UKR,Ukraine,1994,24115146
labor_force,UKR,Ukraine,1993,24255649
labor_force,UKR,Ukraine,1992,24286634
labor_force,UKR,Ukraine,1991,24271733
labor_force,UKR,Ukraine,1990,24278759
labor_force,,Upper middle income,2024,1524421033
labor_force,,Upper middle income,2023,1521258114
labor_force,,Upper middle income,2022,1505247926
labor_force,,Upper middle income,2021,1514377210
labor_force,,Upper middle income,2020,1476217252
labor_force,,Upper middle income,2019,1515578455
labor_force,,Upper middle income,2018,1505586567
labor_force,,Upper middle income,2017,1496297263
labor_force,,Upper middle income,2016,1488340906
labor_force,,Upper middle income,2015,1479029308
labor_force,,Upper middle income,2014,1466590894
labor_force,,Upper middle income,2013,1456587223
labor_force,,Upper middle income,2012,1449673104
labor_force,,Upper middle income,2011,1437043310
labor_force,,Upper middle income,2010,1422415863
labor_force,,Upper middle income,2009,1412662062
labor_force,,Upper middle income,2008,1398544151
labor_force,,Upper middle income,2007,1385689509
labor_force,,Upper middle income,2006,1368015093
labor_force,,Upper middle income,2005,1350591858
labor_force,,Upper middle income,2004,1331262596
labor_force,,Upper middle income,2003,1311036467
labor_force,,Upper middle income,2002,1291248341
labor_force,,Upper middle income,2001,1272506602
labor_force,,Upper middle income,2000,1252471453
labor_force,,Upper middle income,1999,1236259533
labor_force,,Upper middle income,1998,1219013900
labor_force,,Upper middle income,1997,1199217503
labor_force,,Upper middle income,1996,1179939739
labor_force,,Upper middle income,1995,1164337953
labor_force,,Upper middle income,1994,1147552250
labor_force,,Upper middle income,1993,1128280665
labor_force,,Upper middle income,1992,1113909704
labor_force,,Upper middle income,1991,1096915297
labor_force,,Upper middle income,1990,1080641947
labor_force,USA,United States,2024,174166487
labor_force,USA,United States,2023,172274620
labor_force,USA,United States,2022,169483435
labor_force,USA,United States,2021,167182400
labor_force,USA,United States,2020,166565253
labor_force,USA,United States,2019,168920514
labor_force,USA,United States,2018,167002008
labor_force,USA,United States,2017,165597316
labor_force,USA,United States,2016,163886456
